MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
9,5.357203202420049,19.518648008290146,1,1,3,0,2.2596737867230705,4,14.057245761414583,14.143558628326556,0.0,3,4,4,4,2,1,9.087756729969003,6,0.0,9.185444953830356,10.864459827352436,1,1,11.248813306949817,9.590598420556384,0.0,12.413831308023239,0.0,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,3,2.055641538058108,6,0.0,3,14.103851511653946,3,0.7304631471189666,10.847718285666259,5,5,2,0.0,5.559490358416789,0.0,0.0,8.103593650252291,0.0,3,2,0.0,6,4,13.745011573763362,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,5.859551208605442,19.330971683773697,0,1,3,0,1.8203341036428238,6,14.01658615474822,14.103851511653946,0.0,1,1,4,4,3,6,0.0,6,0.0,11.354094166792635,11.354094166792635,2,1,11.987363555250518,0.0,0.0,11.987363555250518,0.0,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,3,2.055641538058108,6,0.0,3,14.01658615474822,2,0.7304631471189666,9.25112953344019,5,5,0,0.0,0.0,8.737598519334247,0.0,0.0,0.0,3,4,0.0,8,4,13.695315387663454,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,5.133567292834429,16.29913842741391,1,1,0,1,2.6025944687727294,4,14.189087426187385,14.19064737641105,7.944502934774821,2,4,0,4,1,2,13.039708694883634,6,0.0,8.325406294637359,13.48555093819047,0,1,13.58276230879915,0.0,0.0,13.58276230879915,0.7304631471189666,0.7304631471189666,1.1943176378757767,0.0,1.1943176378757767,0.7304631471189666,2,2.055641538058108,6,0.7304631471189666,2,14.189087426187385,0,1.1943176378757767,10.396380943459564,5,5,2,7.15298821355506,5.460736201340262,0.0,0.0,7.5526075857806365,0.0,3,4,0.0,7,4,15.746880613820617,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,6.337529394588084,20.27465999914219,1,1,3,0,2.6025944687727294,4,14.179713812657004,14.18127774085417,0.0,2,4,2,4,3,2,10.805463148214445,6,0.0,9.917059938656934,12.260566653613257,0,1,12.225229693738633,11.768842092711287,0.0,14.049149951577919,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,2,2.6025944687727294,6,0.7304631471189666,5,14.179713812657004,3,1.5409627556327752,11.300075138807955,5,5,2,0.0,5.968980585391403,0.0,0.0,0.0,0.0,3,4,0.0,7,4,15.450750678513806,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13,6.07328940298831,19.720440029670062,1,1,3,0,2.2596737867230705,6,14.146716717260457,14.146716717260457,0.0,3,4,4,4,3,0,11.066450266913,6,0.0,10.580430421256926,12.748083127960149,4,1,12.84502328410502,0.0,0.0,12.84502328410502,0.0,0.7304631471189666,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,2,2.2596737867230705,6,0.7304631471189666,1,14.146716717260457,3,1.1943176378757767,10.132026289259763,5,5,2,9.558415980517164,4.2631607783924865,0.0,0.0,0.0,0.0,3,0,6.221213632878419,7,4,14.92822677250105,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15,6.07328940298831,20.86239744738542,1,1,0,0,2.2596737867230705,4,14.145138012244155,14.145138012244155,0.0,3,4,4,4,3,6,0.0,6,0.0,14.116604610212223,14.116604610212223,4,1,14.257108016824253,0.0,0.0,14.257108016824253,0.0,0.0,1.5409627556327752,0.0,2.055641538058108,1.1943176378757767,3,2.750250297485029,6,0.0,3,14.145138012244155,3,1.1943176378757767,11.42472157763011,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,5,4,16.471643705645608,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,6.404586972566442,20.574415751930015,1,1,0,0,2.440268378362637,4,14.195323264382047,14.195323264382047,5.684506656824126,2,4,2,4,3,2,6.172972078519893,6,0.0,12.78301960596468,12.9591822856806,0,1,12.981131144325028,0.0,0.0,12.981131144325028,0.7304631471189666,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,2,2.2596737867230705,6,0.7304631471189666,5,14.195323264382047,0,1.5409627556327752,10.991229546699314,5,5,2,6.65495044352145,5.285266416806648,0.0,0.0,0.0,0.0,3,4,0.0,7,4,15.120554490055829,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.047663906109832,19.79512441568531,1,1,3,0,2.440268378362637,4,14.196880574832942,14.198437226858903,0.0,2,4,2,4,3,6,0.0,6,0.0,12.67951148163445,12.67951148163445,0,1,12.67951148163445,0.0,0.0,12.67951148163445,0.0,0.0,1.1943176378757767,0.0,1.1943176378757767,0.7304631471189666,2,2.2596737867230705,6,0.0,3,14.198437226858903,2,1.1943176378757767,10.371952633774399,5,5,2,0.0,4.2014612941903655,0.0,0.0,0.0,0.0,3,4,0.0,0,4,14.797936718741157,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,6.047663906109832,19.794719535968905,1,1,3,0,2.055641538058108,4,14.192206665778837,14.193765294899782,0.0,3,4,2,4,3,6,0.0,6,0.0,9.616086912297321,9.616086912297321,2,1,11.310952733962212,11.147538247731708,0.0,13.189203207575114,0.0,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,3,2.440268378362637,6,0.0,3,14.193765294899782,0,1.1943176378757767,9.715841640087826,5,5,2,6.65495044352145,0.0,0.0,0.0,0.0,0.0,3,4,0.0,6,4,13.90364144296714,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.337529394588084,21.62227585254852,1,1,3,0,2.055641538058108,4,14.127727309259253,14.146716717260457,0.0,3,4,4,4,3,5,5.0533710494211155,6,0.0,12.197790273619393,12.311549835365874,4,1,12.79689519542845,0.0,0.0,12.79689519542845,0.7304631471189666,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,3,2.440268378362637,6,0.7304631471189666,5,14.127727309259253,3,1.1943176378757767,10.410943347638753,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,4,14.668495673014197,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.512195594586373,19.919371507686378,1,1,3,0,2.055641538058108,4,14.189087426187385,14.19064737641105,0.0,3,4,0,4,0,6,0.0,6,0.0,13.160227391272157,13.160227391272157,0,1,13.160227391272157,0.0,0.0,13.160227391272157,0.0,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,2,2.440268378362637,6,0.0,3,14.189087426187385,2,1.1943176378757767,10.843518696025114,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,5,4,15.331496530687673,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,6.07328940298831,20.567197642065054,1,1,3,0,2.055641538058108,4,14.18127774085417,14.18127774085417,0.0,3,4,2,4,3,6,0.0,6,0.0,12.97675247894356,12.97675247894356,0,1,12.97675247894356,0.0,0.0,12.97675247894356,0.0,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,3,2.440268378362637,6,0.7304631471189666,2,14.184403604277843,3,1.1943176378757767,11.09371324431321,5,5,2,9.236665340977277,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,4,15.127855976534436,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,4.545285536716194,14.752598561603806,1,1,3,1,2.055641538058108,5,14.140397821243571,14.140397821243571,0.0,3,4,2,4,1,2,11.876891119645324,6,0.0,4.492017742920502,11.966746394225636,0,1,11.966746394225636,0.0,0.0,11.966746394225636,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,3,2.055641538058108,6,0.7304631471189666,4,14.140397821243571,2,0.7304631471189666,8.631303105111629,5,5,2,7.799865873444875,0.0,5.559490358416789,0.0,6.808145364123843,0.0,3,4,0.0,7,4,14.006760114075178,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,3.9325102940665544,13.254547994539,1,1,3,0,1.8203341036428238,6,14.135651502935826,14.135651502935826,0.0,3,4,4,4,3,2,7.824546029563345,6,0.0,9.525867697126678,10.496872282215678,0,1,10.496872282215678,10.496872282215678,0.0,12.374859997919224,0.0,0.0,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.7304631471189666,3,2.055641538058108,6,0.0,3,0.0,1,0.0,0.0,3,3,2,8.103593650252291,4.2631607783924865,0.0,0.0,0.0,0.0,3,4,0.0,5,4,13.567978078036285,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,3.9325102940665544,14.023122182650834,1,1,3,0,1.8203341036428238,3,14.135651502935826,14.135651502935826,0.0,3,4,4,4,3,6,0.0,6,0.0,10.496872282215678,10.496872282215678,0,1,10.496872282215678,10.496872282215678,0.0,12.374859997919224,0.0,0.0,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.7304631471189666,3,2.055641538058108,6,0.0,3,0.0,1,0.0,0.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,4,13.567978078036285,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,3.9325102940665544,14.006760114075178,1,1,3,0,1.8203341036428238,5,14.138816396803929,14.138816396803929,0.0,3,4,4,4,3,5,8.978566621047088,6,0.0,8.622253717854797,10.496872282215678,4,1,10.496872282215678,10.496872282215678,0.0,12.374859997919224,0.0,0.0,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.7304631471189666,3,2.055641538058108,6,0.0,3,14.138816396803929,3,0.7304631471189666,8.914178988939392,5,5,2,0.0,0.0,5.80273872401839,0.0,0.0,0.0,3,4,0.0,8,4,13.567978078036285,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,5.357203202420049,18.46631091753907,1,1,3,0,2.055641538058108,6,14.13723429091449,14.189087426187385,0.0,3,2,4,4,3,0,10.110685457791915,6,0.0,9.685037406553823,11.718228468762483,0,1,11.749954255078423,0.0,0.0,11.749954255078423,0.0,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,3,2.055641538058108,6,0.0,3,14.13723429091449,3,0.7304631471189666,9.405519221765948,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,8,4,13.748535182896902,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,6.1236810031695965,20.90332088765084,1,1,3,0,2.055641538058108,6,14.15774869634931,14.15774869634931,0.0,3,4,2,4,2,5,8.179633643422095,2,10.697216822316497,4.792129643835174,11.617856898967641,4,1,11.617856898967641,0.0,0.0,11.617856898967641,0.7304631471189666,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,2,2.055641538058108,6,0.0,3,14.15774869634931,3,1.1943176378757767,10.246736153405903,5,5,2,9.899853860909511,0.0,0.0,0.0,0.0,0.0,3,2,0.0,6,4,13.619457572170285,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15,5.968980585391403,18.85392915164993,1,1,3,0,2.055641538058108,1,14.159321992932664,14.160894616295455,0.0,3,3,4,4,3,6,0.0,6,0.0,12.684284977315308,12.684284977315308,2,1,12.684284977315308,12.684284977315308,0.0,14.80323509569918,0.0,0.0,1.8203341036428238,1.1943176378757767,1.8203341036428238,1.1943176378757767,3,2.885846472488202,6,0.0,3,14.159321992932664,3,1.1943176378757767,10.809714792833018,5,1,2,8.103593650252291,0.0,0.0,0.0,0.0,0.0,3,4,10.74097393831022,4,4,16.14908706148412,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
